Jawaban Lowercase,Manual 1,Manual 2,Manual 3,Rata Manual
data adalah kumpulan dari fakta. informasi adalah kumpulan data yang dibutuhkan oleh konsumen atau user. pengetahuan adalah kumpulan informasi yang ditulis dan mempunyai tujuan tertentu ,36.0,45.0,50.0,43.666666666666664
"data adalah sesuatu yang tersimpan,informasi adalah kata-kata yang bersifat penting,pengetahuan adalah informasi yang penting ",26.0,20.0,25.0,23.666666666666668
"data adalah kumpulan informasi dan pengetahuan, dan informasi kumpulan dari pengetahuan yang di informasikan, dan pengetahuan sendiri adalah sumber yang tidak tampak yang mampu memrikan informasi dan data. ",30.0,45.0,50.0,41.666666666666664
"data adalah sekumpulan fakta yang berupa angka, huruf, gambar, dan gambar bergerak yang belum mempunyai arti / makna. informasi adalah sekumpulan data yang benar (bukan opini / gosip) yang sudah mempunya arti / makna untuk kita terima. pengetahuan adalah informasi yang di terima otak untuk diolah dan dicerna, agar sebagian informasi yang penting / berguna bagi otak untuk disimpan. untuk kemudian otak akan memberi sikap apa yang harus kita lakukan. ",45.0,40.0,50.0,45.0
"data adalah data sebelum diolah , informasi data yang sudah diolah , pengetahuan yang didapat dari informasi ",21.0,20.0,25.0,22.0
"data adalah kumpulan informasi yang belum diolah, informasi adalah kumpulan data yang sudah diolah, pengetahuan adalah kumpulan data yang diperoleh dari beberapa informasi yang bisa ditanggungjawabkan ",40.0,50.0,50.0,46.666666666666664
-data adalah fakta mentah yang belum diolah -informasi adalah fakta yang sudah mengalami proses pengolahan -pengetahuan adalah informasi yang telah dipadukan dan menghasilkan sebuah pemahaman baru,50.0,65.0,50.0,55.0
"data adalah sekumpulan informasi, informasi adalah pengetahuan dari sumber yang didapat, pengetahuan adalah ilmu yang sudah ada ",20.0,18.0,25.0,21.0
"- data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",60.0,75.0,75.0,70.0
data isi informasi ,10.0,5.0,10.0,8.333333333333334
data adalah suatu kumpulan data yang masih mentah. informasi adalah data yang sudah diolah. pengetahuan adalah kumpulan berbagai informasi yang telah diolah. ,40.0,55.0,50.0,48.333333333333336
data merupakan bahan informasi yang belum diolah informasi merupakan data yang sudah diolah dan sudah bisa memberikan informasi secara lengkap pengetahuan merupakan ilmu yang dipoleh dari sebuah informasi ,45.0,60.0,50.0,51.666666666666664
-data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian -informasi adalah suatu hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu -pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat,85.0,95.0,90.0,90.0
data adalah kumpulan dari data mentah yang belum diolah informasi adalah hasil dari data yang telah diolah pengetahuan adalah segala kumpulan informasi yang di berikan dan disampaikan yang mempunyai arti dan makna didalamnya terdapat ilmu ,40.0,55.0,50.0,48.333333333333336
data adalah catatan atas kumpulan fakta informasi adalah kumpulan pesan yang dapat di tafsirkan dari pesan atau kumpulan pesan pengetahuan adalah informasi yang di ketahui oleh seseorang ,45.0,65.0,50.0,53.333333333333336
"data adalah sebuah catatan atas sekumpulan fakta. informasi adalah sekumpulan data mentah yang telah diolah menjadi sesuatu yang dapat menguntungkan user, pengetahuan adalah sekumpulan informasi yang mengakibatkan user menjadi belajar dan mendapatkan wawasan baru. ",60.0,68.0,50.0,59.333333333333336
"data adalah suatu yang tidak dapat digunakan tanpa ada data lain, informasi adalah kumpulan data data yang dihubungkan menjadi suatu informasi, pengetahuan adalah kumpulan dari informasi informasi yang dapat digunakan atau dimanfaatkan dalam kehidupan. ",37.0,50.0,50.0,45.666666666666664
"-data ialah keterangan atau bahan yang bisa dijadikan dasar penelitian atau kajian ilmiah. -informasi ialah pemberitahuan atau kabar berita. -pengetahuan ialah sebuah dasar yang berkaitan dengan ilmu, teori atau praktik.",18.0,25.0,25.0,22.666666666666668
data : tempat untuk meyimpan data informasi : yang bersisikan data terupdate pengetahuan : : materi yang diketahi semua orang ,25.0,35.0,25.0,28.333333333333332
- data : sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan - informasi : pesan ucapan kata dari orang lain melalui komunikasi langsung maupun tidak langsung yang memiliki makna dan manfaat - pengetahuan : informasi atau maklumat yang diketahui atau disadari oleh seseorang.,30.0,45.0,50.0,41.666666666666664
"data adalah angka, gambar, video dll. informasi adalah kumpulan dari data. pengetahuan adalah kumpulan dari informasi yang sudah dibuktikan kebenarannya. ",38.0,45.0,50.0,44.333333333333336
"data adalah informasi dari sebuah fakta, informasih adalah data yang telah di olah dan keberadaanya sangat di butuhkan. pengetauhan adalah sebuah informasi yang di dapat dari sebuah pristiwa. ",37.0,45.0,50.0,44.0
"data adalah sesuatu yang belum mempunyai arti bagi penerimanya dan masih memerlukan adanya suatu pengolahan. informasi adalah data yang telah diolah menjadi sebuah bentuk yang berarti bagi penerima dan bermanfaat dalam pengambilan keputusan baik untuk saat ini maupun yang akan datang. informasi adalah sesuatu yang dapat diketahui, namun ada pula yang menekankan informasi sebagai transfer pengetahuan. ",55.0,65.0,50.0,56.666666666666664
data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ,66.0,80.0,75.0,73.66666666666667
"-data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. -informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu k",46.0,60.0,50.0,52.0
"- data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",47.0,60.0,50.0,52.333333333333336
"-data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut. -informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu kontek",46.0,60.0,50.0,52.0
- data dari tiga sumber di atas dapat ditarik kesimpulan persamaan bahwa data merupakan kumpulan dari beberapa fakta dan angka. - informasi dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari informasi adalah sama – sama memiliki proses dalam menghantarkan (mengirim) data atau pesan. - pengetahuan dari tiga sumber di atas dapat ditarik kesimpulan persamaan dari pengetahuan adalah informasi yang diterima oleh orang atau organisasi yang disadari dan dipahami.,40.0,55.0,50.0,48.333333333333336
"- data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. contoh: umur, nilai ujian, warna mobil, ukuran sepatu, jenis rambut, dsb. - informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu",60.0,75.0,75.0,70.0
data merupakan sekumpulan informasi secara terstruktur. informasi menyediakan informasi secara lisan dan tertulis. pengetahuan berupa pemahaman suatu data ,26.0,35.0,25.0,28.666666666666668
"data adalah sumber dari informasi, informasi kumpulan data yang bermakkna, pengetahuan adalah ilmu yang di dapatkan adari informasi ",35.0,45.0,50.0,43.333333333333336
"data adalah sumber dari informasi, informasi adalah kumpulan data yang bermakna, sedangkan pengetahuan adalah ilmu yang di dapat dari informasi. ",34.0,45.0,50.0,43.0
data adalah sumber informasi informasi adalah sekumpulan data pengetahuan adalah ilmu yang didapat dari informasi ,30.0,40.0,50.0,40.0
data ' informasi data tidak sama dengan indormasi sendangkan pengetahuan adalah ilmu untuk mempelajari data dan informasi ,20.0,15.0,25.0,20.0
data : serangkaian fakta yang mewakili suatu kejadian informasi : hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu pengetahuan : hasil pengolahan informasi sehingga menjadi bermanfaat. ,60.0,75.0,75.0,70.0
"data adalah kumpulan informasi , informasi adalah sekumpulan data yang di dapat , pengetahuan adalah informasi yang didapat dari berbagai media ",30.0,55.0,50.0,45.0
"data merupakan sekumpulan informasi, informasi merupakan hal hal yang bisa dimasukkan ke dalam data ",20.0,20.0,25.0,21.666666666666668
"data adalah bahan baku informasi, informasi adalah hasil pengolahan dan manipulasi data, pengetahuan adalah ilmu yang di dapat setelah kita menerima data dan informasi. ",30.0,45.0,50.0,41.666666666666664
data adalah suatu rincian peristiwa yang belum di olah informasi adalah hasil pengelolaan data pengetahuan adalah hasil dari pengelolaan suatu informasi dan menjadi pengetahuan ,46.0,55.0,50.0,50.333333333333336
data adalah sebuah fakta atau serangkaian fakta yang mewakili suatu kejadian. informasi adalah hasil pemrosesan dari data yang telah terkumpul sehingga memiliki arti dalam suatu konteks tertentu. pengetahuan adalah hasil pengolahan informasi sehingga menjadi bermanfaat. ,60.0,70.0,50.0,60.0
-data adalah kumpulan informasi berupa angka ataupun huruf -informasi adalah data - pengetahuan merupakan sumber informasi yang berguna bagi masyarakat,40.0,50.0,50.0,46.666666666666664
-data adalah kumpulan informasi yang belum diolah -informasi adalah kumpulan data yang sudah diolah dan saling berhubungan -pengetahuan pengetahuan atau kesimpulan yang diambih dari kumpulan informasi,45.0,50.0,50.0,48.333333333333336
