Jawaban Tanpa Negasi Not Token,Manual 1,Manual 2,Manual 3,Rata Manual
data catatan sekumpulan fakta informasi sekumpulan data mentah diolah menguntungkan user pengetahuan sekumpulan informasi mengakibatkan user belajar wawasan,60.0,68.0,50.0,59.333333333333336
data data informasi kumpulan data data dihubungkan informasi pengetahuan kumpulan informasi informasi dimanfaatkan kehidupan,37.0,50.0,50.0,45.666666666666664
data keterangan bahan dijadikan dasar penelitian kajian ilmiah informasi pemberitahuan kabar berita pengetahuan dasar berkaitan ilmu teori praktik,18.0,25.0,25.0,22.666666666666668
data meyimpan data informasi bersisikan data terupdate pengetahuan materi diketahi orang,25.0,35.0,25.0,28.333333333333332
data arti penerimanya pengolahan informasi pesan ucapan orang komunikasi langsung langsung memiliki makna manfaat pengetahuan informasi maklumat disadari,30.0,45.0,50.0,41.666666666666664
data angka gambar video dll informasi kumpulan data pengetahuan kumpulan informasi dibuktikan kebenarannya,38.0,45.0,50.0,44.333333333333336
data informasi fakta informasih data olah keberadaanya butuhkan pengetauhan informasi pristiwa,37.0,45.0,50.0,44.0
data arti penerimanya pengolahan informasi data diolah bentuk penerima bermanfaat pengambilan keputusan informasi menekankan informasi transfer pengetahuan,55.0,65.0,50.0,56.666666666666664
data fakta serangkaian fakta mewakili kejadian informasi hasil pemrosesan data terkumpul memiliki arti konteks pengetahuan hasil pengolahan informasi bermanfaat,66.0,80.0,75.0,73.66666666666667
data fakta serangkaian fakta mewakili kejadian contoh umur nilai ujian warna mobil ukuran sepatu jenis rambut dsb informasi hasil pemrosesan data terkumpul memiliki arti k,46.0,60.0,50.0,52.0
data fakta serangkaian fakta mewakili kejadian contoh umur nilai ujian warna mobil ukuran sepatu jenis rambut dsb informasi hasil pemrosesan data terkumpul memiliki arti,47.0,60.0,50.0,52.333333333333336
data fakta serangkaian fakta mewakili kejadian contoh umur nilai ujian warna mobil ukuran sepatu jenis rambut informasi hasil pemrosesan data terkumpul memiliki arti kontek,46.0,60.0,50.0,52.0
data sumber ditarik kesimpulan persamaan data kumpulan fakta angka informasi sumber ditarik kesimpulan persamaan informasi memiliki proses menghantarkan mengirim data pesan pengetahuan sumber ditarik kesimpulan persamaan pengetahuan informasi diterima orang organisasi disadari dipahami,40.0,55.0,50.0,48.333333333333336
data fakta serangkaian fakta mewakili kejadian contoh umur nilai ujian warna mobil ukuran sepatu jenis rambut dsb informasi hasil pemrosesan data terkumpul memiliki arti,60.0,75.0,75.0,70.0
data sekumpulan informasi terstruktur informasi menyediakan informasi lisan tertulis pengetahuan pemahaman data,26.0,35.0,25.0,28.666666666666668
data sumber informasi informasi kumpulan data bermakkna pengetahuan ilmu dapatkan adari informasi,35.0,45.0,50.0,43.333333333333336
data sumber informasi informasi kumpulan data bermakna pengetahuan ilmu informasi,34.0,45.0,50.0,43.0
data sumber informasi informasi sekumpulan data pengetahuan ilmu informasi,30.0,40.0,50.0,40.0
data informasi data indormasi sendangkan pengetahuan ilmu mempelajari data informasi,20.0,15.0,25.0,20.0
data serangkaian fakta mewakili kejadian informasi hasil pemrosesan data terkumpul memiliki arti konteks pengetahuan hasil pengolahan informasi bermanfaat,60.0,75.0,75.0,70.0
data kumpulan informasi informasi sekumpulan data pengetahuan informasi media,30.0,55.0,50.0,45.0
data sekumpulan informasi informasi dimasukkan data,20.0,20.0,25.0,21.666666666666668
data bahan baku informasi informasi hasil pengolahan manipulasi data pengetahuan ilmu menerima data informasi,30.0,45.0,50.0,41.666666666666664
data rincian peristiwa olah informasi hasil pengelolaan data pengetahuan hasil pengelolaan informasi pengetahuan,46.0,55.0,50.0,50.333333333333336
data fakta serangkaian fakta mewakili kejadian informasi hasil pemrosesan data terkumpul memiliki arti konteks pengetahuan hasil pengolahan informasi bermanfaat,60.0,70.0,50.0,60.0
data kumpulan informasi angka huruf informasi data pengetahuan sumber informasi berguna masyarakat,40.0,50.0,50.0,46.666666666666664
data kumpulan informasi diolah informasi kumpulan data diolah berhubungan pengetahuan pengetahuan kesimpulan diambih kumpulan informasi,45.0,50.0,50.0,48.333333333333336
