Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
 topologi jaringan suatu konsep untuk menghubungkan lokal ke komputer satu ke komputer yang lain contoh  topologi bus topologi ring topologi star,40.0,55.0,50.0,48.333333333333336
baper ,0.0,0.0,0.0,1.0
 ,0.0,0.0,0.0,1.0
lan adalah local area network adalah topologi jaringan yang memiliki lingkup lokal contoh star bus tree ,48.0,50.0,50.0,49.333333333333336
lan merupakan network atau jaringan sejumlah sistem komputer yang lokasinya terbatas didalam satu gedung satu kompleks gedung atau suatu kampus dan tidak menggunakan media fasilitas komunikasi umum seperti telepon melainkan pemilik dan pengelola media komunikasinya adalah pemilik lan itu sendiri ,28.0,30.0,25.0,27.666666666666668
lan adalah local area network bus  ring star mesh ,45.0,35.0,50.0,43.333333333333336
lan adalah local area network bus ring mesh star ,45.0,35.0,50.0,43.333333333333336
pengertian topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan keterbatasan resource dan keterbatasan biaya berarti topologitopologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan topologi jaringan ada beberapa bentuk sebagai berikut  topologi bus  topologi cincin  topologi token ring  topologi bintang  topologi pohon tree ,50.0,65.0,50.0,55.0
pengertian topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan keterbatasan resource dan keterbatasan biaya berarti topologitopologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan  topologi bus  topologi cincin  topologi token ring  topologi bintang  topologi pohon tree ,50.0,65.0,50.0,55.0
 topologi adalah cara stasiun atau host node saling dihubungkan  topologi pointtopoint  topologi bus multipoint  topologi ring ,65.0,55.0,50.0,56.666666666666664
local area network star ring smesh ,35.0,30.0,25.0,30.0
local area network utp udp telnet ,20.0,20.0,25.0,21.666666666666668
topologi jaringan lan local area network adalah sebuah areal lokal jaringan dan contohnya utp udp telnet ssh ,30.0,25.0,25.0,26.666666666666668
lan adalah local area network contoh utpudptelnet ssh dan lain lain ,28.0,25.0,25.0,26.0
suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi topologi bus topologi star topologi tree topoplogi mesh ,48.0,40.0,50.0,46.0
bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan contoh  topologi bus  topologi cincin  topologin ring ,40.0,35.0,50.0,41.666666666666664
jaringan lan atau lokal area network seperti namanya jaringan komputer berbasis lan adalah terbatas pada area lokal contoh topologi topologi bus  topologi star  topologi ring ,60.0,65.0,50.0,58.333333333333336
susunan jaringan yang digunakan dalam lan contohnya topologi bus topologi star topologi ring ,50.0,60.0,50.0,53.333333333333336
topologi jaringan lan adalah model topologi dalam pengaturan kabel lan contoh  ring bus tree ,37.0,35.0,25.0,32.333333333333336
lan adalah jaringan komputer yang jaringannya hanya mencakup wilayah kecil seperti jaringan komputer kampus gedung kantor dalam rumah sekolah atau yang lebih kecil saat ini kebanyakan lan berbasis pada teknologi ieee 8023 ethernet menggunakan perangkat switch yang mempunyai kecepatan transfer data 10 100 atau 1000 mbits topologi star topologi mesh dan topologi hirarki ,38.0,55.0,50.0,47.666666666666664
bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan keterbatasan resource dan keterbatasan biaya berarti topologitopologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan star bus cincin ,40.0,56.0,50.0,48.666666666666664
topologi lan ,10.0,5.0,10.0,8.333333333333334
lan adalah koneksi ke berbagai komputer atau server menggunkana kabel topologi star topologi ring topologi bus ,30.0,35.0,25.0,30.0
