Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
perangkat keras hardware komputer adalah alatalat dari komputer yang dapat dilihat disentuh atau berwujudberbentuk untuk mendukung kinerja dari computer itu sendiri  input device adalah alat input  masukan  process device adalah alat yang menjalankan proses sistem computer  output device adalah alat output  keluaran menghubungkan sistem keluar  storage device adalah alat untuk menyimpan ,30.0,40.0,50.0,40.0
hardware adalah perangkat keras komputer semua yg bisa kita sentuh dan bisa kita lihat bentuk nyatanya dalam komputer itu hardware mulai monitor mouse keyboard motherboard vga ram processor dll ,65.0,70.0,50.0,61.666666666666664
perangkat keras komputer contohnya mousekeyboardmonitorprinterlcd ,55.0,56.0,50.0,53.666666666666664
hardware adalah perangkat keras contoh keyborad mouse cpu printer ,50.0,55.0,50.0,51.666666666666664
hardware adalah perangkat keras dari komputer contohnya adalah cpu mouse keyboard headseat monitor ,50.0,58.0,50.0,52.666666666666664
hardware adalah perangkat keras contoh keyboardmonitorcpulcd proyektor mouse ,48.0,55.0,50.0,51.0
perangkat keras contoh  harddisk ram mouse motherboard keyboard printer scanner heatsink casing processor flashdisk disket cdrom dvdrom monitor vga card sound card cable ide speaker headset modem router hub switch ,30.0,40.0,50.0,40.0
hardware adalah perangkat keras komputer contoh   printer  mouse  keyboard  cpu  monitor ,50.0,50.0,50.0,50.0
hardkeras wareperangkat jadi perangkat keras ,20.0,20.0,25.0,21.666666666666668
sebuah perangkat keras dari pc contohnya  keyboard mouse harddisk ,38.0,35.0,25.0,32.666666666666664
hardware adalah perangkat keras contoh  harddisk keyborad mouse usb flashdisk motherboard ,40.0,50.0,50.0,46.666666666666664
perangkat keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik jadi rupa secara fisik dari komputer dapat kita sebut sebagai hardware contohnya printer mouse lcd keyboard dan cpu ,70.0,85.0,75.0,76.66666666666667
suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan mampu disentuh secara fisik mouse keyboard joystick speaker monitor printer ,55.0,65.0,75.0,65.0
adalah perangkat keras komputer yang berada di luar ,28.0,20.0,25.0,24.333333333333332
hardware adalah perangkat keras yang ada pada komputer processor memory ram hardisk video card ,34.0,40.0,50.0,41.333333333333336
