Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
volatile merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang jika tidak ada aliran listrik kondisi matioff dan membutuhkan daya untuk mempertahankan memory ,88.0,100.0,90.0,92.66666666666667
merupakan memory yang datanya dapat ditulis dan dihapus tetapi dapat hilang saat kondisi power off ,70.0,75.0,75.0,73.33333333333333
volatile memory merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memory jangka pendek ,8.0,15.0,10.0,11.0
pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi ,0.0,0.0,0.0,1.0
merupakan memori yang akan hilang datanya keika arus listrik dipadamkan ,30.0,35.0,25.0,30.0
adalah data yang datanya dapat ditulis dan dihapus tetapi akan hilang saat kehilangan power dan membutuhkan catu daya ,77.0,85.0,90.0,84.0
volatile memory adalah penyimpanan memory sementara yang mudah hilang ,50.0,60.0,50.0,53.333333333333336
memory yang datanya bisa di tulis dan di hapus ,40.0,35.0,50.0,41.666666666666664
volatile memory adalah memory yang datanya tidak dapat dihapus  ditulis kembali sehingga hanya bisa dibaca saja ,45.0,55.0,50.0,50.0
memory yang dapat dihapus ,25.0,30.0,25.0,26.666666666666668
volatile ialah memori sementara yang hilang apabila listrik mati atau komputer dimatikan contohnya ram ,40.0,45.0,50.0,45.0
memory datanya yang dapat dihapus dan ditulis ,40.0,45.0,50.0,45.0
memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
 ,0.0,0.0,0.0,1.0
memory yang dapat bertambah ketika di butuhkan ,10.0,5.0,10.0,8.333333333333334
memory volatile adalah memori yang datanya dapat ditulis atau dihapus dan data akan hilang ketika tidak mendapat power  daya memory jenis ini hanya untuk penyimpanan data sementara saja bukan untuk jangka waktu yang lama contoh dari memory volatile adalah ram random access memory digunakan sebagai memori utama untuk menyimpan programprogram atau datadata yang sedang digunakan atau diperlukan oleh cpu saat dibutuhkan saja sementara ,65.0,80.0,75.0,73.33333333333333
volatile memory merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory contohnya adalah ram ,77.0,88.0,90.0,85.0
volatile  sementara memory  ingatan jadi ingatan sementara ,20.0,30.0,25.0,25.0
volatile memory merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,88.0,95.0,90.0,91.0
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory ,88.0,86.0,90.0,88.0
volatile memory merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memory tambahan ,5.0,5.0,10.0,6.666666666666667
valatile memory tempat penyimpana data volatile ,30.0,30.0,25.0,28.333333333333332
volatile memory adalah tempat penyimpanan data volatile ,27.0,30.0,25.0,27.333333333333332
tempat untuk menyimpan data volatile ,25.0,30.0,25.0,26.666666666666668
volatile memory contrary to nonvolatile memory is computer memory that requires power to maintain the stored information ,10.0,10.0,10.0,10.0
merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang ,40.0,50.0,50.0,46.666666666666664
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memory yang digunakan untuk penyimpanan sementara ,25.0,35.0,25.0,28.333333333333332
volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory,88.0,86.0,90.0,88.0
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
merupakan memory yang datanya dapat ditulis serta dihapustetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory ,80.0,90.0,90.0,86.66666666666667
memory yang digunakan untuk menyimpan data ,25.0,20.0,25.0,23.333333333333332
volatile memory adalah memory sementara untuk menjalankan komputer hal ini untuk menyeimbangkan antara ram dan processor ,45.0,40.0,50.0,45.0
