Jawaban Lowercase,Manual 1,Manual 2,Manual 3,Rata Manual
- internet - istirahat,5.0,5.0,10.0,6.666666666666667
"berolahraga,kuliner,curhat,melakukan hal bermanfaat,manjakan diri kamu setelah deadline,me time,ubah lingkungan sekitar,istirahat saat mulai jenuh,gabungkan tugas dengan sesuatu yang kamu sukai ",3.0,15.0,10.0,9.333333333333334
- lakukan relaksasi - gunakan terapi musik - gunakan waktu makan siang untuk penyegaran,16.0,15.0,10.0,13.666666666666666
- musik - olahraga - tertawa - bersosialisasi - tidur pendek - hiruplah sesuatu yang berbau enak - pijat - mandi,20.0,15.0,10.0,15.0
-olah raga -berliburan -jalan-jalan -shoping - musik -tertawa -bersosialisasi -tidur,16.0,10.0,10.0,12.0
"melihat keluar ruangan, shalat, meminum kopi, main game, mengobrol dengan teman, mendengarkan musik, jalan-jalan sekitar ruangan, keluar ruangan. ",22.0,20.0,25.0,22.333333333333332
"tidur, minum air putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon ",25.0,23.0,25.0,24.333333333333332
"istirahat, pergi ke kantin, pergi ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik. ",19.0,26.0,25.0,23.333333333333332
"mendengarkan musik, main game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto ",22.0,28.0,25.0,25.0
-berwudhu -breakfast -tidur -makan / minum -berncanda tawa -nonton film -mendengarkan music -melakukan kegiatan yang anda sukai,12.0,20.0,25.0,19.0
- tidur malam hari jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur ,7.0,10.0,10.0,9.0
"mendengarkan music , keluar ruangan mencari ruang terbuka , menonton film , bercanda dengan teman , berolahraga kecil , jalan - jalan ",12.0,15.0,10.0,12.333333333333334
melakukan pelemasan setelah duduk di depan komputer cukup lama. memanfaatkan waktu istirahat sebaik - baiknya. tidur siang selama 15 menit ,7.0,15.0,10.0,10.666666666666666
"main game, browsing, menonton film, curhat, ngobrol, main laptop, lihat foto, minum air, ke kamar mandi ",10.0,15.0,10.0,11.666666666666666
"1. mendengarkan musik yang menenangkan sangat bermanfaat sebagai sumber daya mental. cobalah untuk mengosongkan pikiran lalu dengarkan musik bisa dari komputer atau melalui handphone. 2. melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran disamping manfaat kesehatan lainnya. 3. tertawa merupakan obat yang paling baik untuk melawan kebosanan, karena meningkatkan suasana hati (mood) dan rasa kesejahteraan. jadi cobalah menonton sesuatu yang lucu di televisi atau membaca komik untuk mendapatkan humor. 4. melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang, karena otak sangat menyukai permainan seperti itu, menyenangkan serta memeperkuat otak. 5. melakukan sosialisasi, interaksi manusia bisa menjaga pikiran agar tetap segar, karenanya cobalah mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu. 6. tidur siang sejenak, hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas. seseorang akan merasa jauh lebih baik dan lebih produktif setelah selesai tidur siang. 7. mencium sesuatu yang menyenangkan, aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas bisa memantu menyegarkan pikiran yang membuatnya dapat bekerja lebih baik. 8. melakukan pemijatan, pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres, tak ada salahnya untuk mencoba berbagai jenis pemijatan pada hari yang berbeda. 9. berendam di air hangat bisa membantu membuat otot dan pikiran jadi rileks, jika memungkinkan cobalah menambahkan garam mandi untuk membantu melembabkan kulit dan berbau harum. 10. melamun, untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkanpikiran, sehingga membuat seseorang bisa lebih fokus melakukan pekerjaan. ",82.0,90.0,90.0,87.33333333333333
istirahat di sela sela ksempatan. melihat pemandangan yang hijau. tarik napas perlahan yang teratur. ,7.0,5.0,10.0,7.333333333333333
1. mendengarkan musik 2. makan ke kantin 3. solat 4. mengobrol dengan teman 5. browsing 6. main game di saat istirahat 7. tidur di saat istirahat 8. minum kopi ,18.0,25.0,25.0,22.666666666666668
-refreshing -santai -nyaman -jangan ngantuk -makan -minum -berfikir positif -jangan berfikir negatif,15.0,20.0,25.0,20.0
