Jawaban Lowercase,Manual 1,Manual 2,Manual 3,Rata Manual
"makanan 4 sehat 5 sempurna yang menjelaskan kandungan gizi ideal manusia. makanan 4 sehat terdiri nasi, lauk pauk, sayur-sayuran, dan buah-buahan 5 sempurnanya adalah susu. nasi merupakan sumber karbohidrat, lauk pauk sebagai protein, sayuran minaral dan buaha-buahan sebagai vitamin. ",58.0,65.0,50.0,57.666666666666664
"4 sehat 5 sempurna merupakan makanan yang mengandung beberapa zat yang penting bagi tubuh yaitu karbohidrat, mineral, protein, vitamin dan lemak jenuh dalam jumlah yang tidak banyak. ",40.0,50.0,50.0,46.666666666666664
"makanan yang dapat menyehatkan tubuh dan mengandung banyak protein, mineral, nutrisi yang baik bagi tubuh kita. ",36.0,30.0,25.0,30.333333333333332
"makanan 4 sehat 5 sempurna adalah konsep makanan sehat yang dikampanyekan pemerintah sejak tahun 1955. dalam konsep 4 sehat 5 sempurna, makanan sehat adalah makanan yang mengandung 4 sumber nutrisi yaitu makanan pokok, lauk pauk, sayur-sayuran, buah-buahan, dan disempurnakan dengan susu. jika dilihat dari kandungannya, makanan 4 sehat 5 sempurna adalah makanan yang mengandung karbohidrat, protein, mineral, vitamin, dan lemak tak jenuh. ",100.0,95.0,90.0,95.0
"menu makanan yang lengkap dan mengandung zat gizi yang dibutuhkan oleh tubuh seperti karbohidrat, protein, vitamin dan mineral. masing-masing zat gizi ini terkandung dalam berbagai jenis makanan yang berbeda. karena itu menu makanan harus bernekaragam. agar kebutuhan gizi yang di perluka tubuh terpenuhi. ",39.0,50.0,50.0,46.333333333333336
makanan yang mengandung banyak nutrisi bagi tubuh kita agar tubuh menjadi sehat ,16.0,10.0,10.0,12.0
"makanan yang mengandung karbohidrat, protein, vitamin, mineral, dan susu ",37.0,30.0,25.0,30.666666666666668
"makanan yang mengandung karbohidrat,protein, vitamin,lemak dan susu ",37.0,30.0,25.0,30.666666666666668
"makanan yang berupa susu, daging, buah, sayur, nasi ",24.0,20.0,25.0,23.0
"makanan yang mengandung karbohidrat, vitamin, mineral, zat besi, dan kalsium ",37.0,30.0,25.0,30.666666666666668
"makanan yang mengandung nasi, sayur, daging, buah, dan susu. ",30.0,25.0,25.0,26.666666666666668
"makanan yang terdiri dari nasi,lauk pauk, sayur-sayuran ,buah-buahan dan susu ",38.0,29.0,25.0,30.666666666666668
"4 sehat 5 sempurna: makanan pokok, lauk pauk, sayur-mayur, buah-buahan, disempurnakan dengan susu. ",42.0,30.0,50.0,40.666666666666664
"makanan pokok, lauk pauk, sayur-mayur, buah-buahan, dan disempurnakan dengan susu bila mampu, menjadi lima sempurna. ",46.0,30.0,50.0,42.0
makan 4 kali tambah 1 kali ngopi ,4.0,2.0,10.0,5.333333333333333
"makanan yang dianjurkan untuk mencukupi segala kebutuhan tubuh yang berisi nasi, lauk pauk, sayur, buah, dan susu di setiap menunya ",42.0,50.0,50.0,47.333333333333336
"makanan gizi lengkap, dengan menu nasi, sayur, buah, ikan dan susu ",33.0,40.0,50.0,41.0
makanan yang memenuhi syarat sehat dan ditambahi susu untuk sempurna ,25.0,20.0,25.0,23.333333333333332
1. nasi 2. sayur 3. buah 4. protein 5. susu ,30.0,30.0,25.0,28.333333333333332
-nasi -lauk pauk -sayur -buah -susu,38.0,30.0,25.0,31.0
