Jawaban Lowercase,Manual 1,Manual 2,Manual 3,Rata Manual
candi borobudur adalah salah satu keajaiban yang pernah masuk ke dalam sejarah. candi ini terletak di magelang provinsi jawa tengah ,35.0,30.0,25.0,30.0
terletak di jawa tengah ,19.0,15.0,25.0,19.666666666666668
sebagai arsitektur penting dari candi borobudur ,12.0,5.0,10.0,9.0
candi yang berada pada yogyakarta ,19.0,10.0,10.0,13.0
prambanan ,0.0,0.0,0.0,1.0
cagar yang berisi 1000 candi kopi ,5.0,0.0,0.0,1.6666666666666667
"borobudur adalah sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah, indonesia. lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang, 86 km di sebelah barat surakarta, dan 40 km di sebelah barat laut yogyakarta. candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800-an masehi pada masa pemerintahan wangsa syailendra. borobudur adalah candi atau kuil buddha terbesar di dunia,[1][2] sekaligus salah satu monumen buddha terbesar di dunia.[3] monumen ini terdiri atas enam teras berbentuk bujur sangkar yang diatasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca buddha.[4] borobudur memiliki koleksi relief buddha terlengkap dan terbanyak di dunia.[3] stupa utama terbesar teletak di tengah sekaligus memahkotai bangunan ini, dikelilingi oleh tiga barisan melingkar 72 stupa berlubang yang di dalamnya terdapat arca buddha tengah duduk bersila dalam posisi teratai sempurna dengan mudra (sikap tangan) dharmachakra mudra (memutar roda dharma). ",50.0,70.0,75.0,65.0
"candi borobudur adalah candi budha yang terletak di borobudur, magelang, jawa tengah. candi ini berbentuk stupa didirikan oleh penganut agama budha mahayana setikar 800-an masehi. borobudur merupakan candi atau kuil terbesar didunia ",35.0,30.0,25.0,30.0
"merupakan candi yang terletak di jawa tengah, kabupaten magelang. candi borobudur adalah candi agama budha. ",30.0,30.0,25.0,28.333333333333332
peninggalan sejarah candi borobudur ,10.0,5.0,10.0,8.333333333333334
borobudur adalah candi yang terletak di jawa tengah dan masuk sebagai candi terbesar ,18.0,10.0,10.0,12.666666666666666
candi borobudur adalah candi terbesar didunia yang terletak didaerah sleman jogjakarta ,15.0,10.0,10.0,11.666666666666666
candi borobudur adalah candi bagu umat hindu yang sangat di agun agungkan. ,18.0,10.0,10.0,12.666666666666666
"candi yang berbasis agama budha, masuk sebagai 7 keajaiban dunia. dibangun pada masa raja syailendra. ditemukan pertama kalinya oleh peneliti asal belanda. terletak di magelang, daerah istimewa yogyakarta. ",45.0,30.0,50.0,41.666666666666664
candi borobudur yang ini dibangun pada tahun 780 masehi ,12.0,10.0,10.0,10.666666666666666
"sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah , indonesia. terdiri ats 6 teras berbentuk bujur sangkar yang diatasnya terdapat 3 pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca buddha. ",38.0,35.0,25.0,32.666666666666664
candi borobudur adalah candi bersejarah yang dibangun pada masa hindu budha. candi borobudur pernah menjadi 7 keajaiban dunia. ,28.0,30.0,25.0,27.666666666666668
"candi borobudur terletak di jawa tengah, jogjakarta , indonesia ",22.0,15.0,25.0,20.666666666666668
"candi borobudur merupakan salah satu peninggalan sejarah yang masuk dalam keajaiban dunia. letak candi borobudur berada di propinsi jawa tengah, lebih tepatnya berada di kabupaten magelang. lokasinya yang hanya berada pada kurang lebih 15 kilometer saja dari daerah istimewa yogyakarta, menjadikannya lebih dikenal sebagai candi borobudur yogyakarta daripada jawa tengah. letaknya berada di atas bukit menoreh, da dikelilingi oleh beberapa gunung besar seperti gunung merbabu, gunung merapi, gunung sindoro, dan gunung sumbing. letaknya juga hanya sekitar 3 kilometer dari candi mendut. mengenai pembangunan, diduga candi borobudur dirancang oleh seorang arsitek terkenal pada masa itu bernama gunadharma. dan diperkirakan candi ini pembangunannya selesai ketika dinasti syailendra dengan rajanya pada masa itu raja samaratungga memerintah. ",47.0,58.0,50.0,51.666666666666664
mnxjabxjkab ,0.0,0.0,0.0,1.0
"borobudur adalah sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah, indonesia, monumen ini merupakan model alam semesta dan dibangun sebagai tempat suci untuk memuliakan buddha sekaligus berfungsi sebagai tempat ziarah untuk menuntun umat manusia beralih dari alam nafsu duniawi menuju pencerahan. ",30.0,35.0,25.0,30.0
"candi borobudur diyakini merupakan peninggalan kerajaan dinasti sailendra masa pemerintahan raja samaratungga dari kerajaan mataram kuno dan selesai dibangun pada abad ke-8.banyak sekali misteri candi borobudur yang belum terkuak ,apa sebenarnya nama asli candi borobudur tidak ada prasasti atau buku yang menjelaskan dengan pasti tentang pembanguan borobudur,ada yang mengatakan nama tersebut berasal dari nama samara budhara memiliki arti gunung yang lerengnya terletak teras teras ada juga yang mengatakan borobudur berasal dari ucapan para budha yang mengalami pergeseran satu satu nya tulisan yang menyebutkan borobudur pertama kali adalah thomas sir thomas stamford raffles dalam bukunya yang berjudul sejarah pulau jawa .para ahli sejarah memperkirakan sir thomas stamford raffles menyebut borobudur dari kata bore dan budur ,bore artinya ialah desa sebuah desa yang terletak di dekat lokasi letak candi borobudur ditemukan sedangkan budur artinya purba sejarah berdirinya candi borobudur diperkirakan dibangun pada tahun 750 masehi oleh kerajaan syailendra yang pada waktu itu menganut agama budha,pembangunan itu sangat misterius karena manusia pada abad ke 7 belum mengenal perhitungan arsitektur yang tinggi tetapi borobudur dibangun perhitungan arsitektur yang canggih ,hingga kini tidak satu pun yang dapat menjelaskan bagaimana cara pembangunan dan sejarah candi borobudur ini sudah banyak ilmuan dari seluruh penjuru dunia yang datang namun tidak satu pun yang berhasil mengungkapkan misteri pembangunan borobudur. salah satu pertayaan yang membuat para peneliti penasaran adalah dari mana asal batu-batu besar yang ada di candi borobudur dan bagai mana menyusunnya dengan presisi dan arsitektur yang sangat rapih. ada yang memperkirakan batu itu berasal dari gunung merapi namun bagaimana membawanya dari gunung merapi menuju lokasi candi mengingat lokasinya berada di atas bukit. candi borobudur memiliki 72 stupa yang berbentuk lonceng ajaib, stupa terbesar terletak di puncak candi sementara yang lain mengelilingi stufa hingga kebawah. ketika ilmuan menggambar denah candi borobudur, mereka menemukan pola-pola aneh yang mengarah pada fungsi borobudur sebagai jam matahari, jarum jamnya berupa bayangan stupa yang besar dan jatuh tepat di stupa lantai bawah namun belum di ketahui secara pasti bagaimana pembagian waktu yang di lakukan dengan menggunakan candi borobudur ada yang mengatakan jam pada candi borobudur menunjukan tanda kapan masa bercocok tanam atau masa panen. ",40.0,56.0,50.0,48.666666666666664
"sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah, indonesia. lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang, 86 km di sebelah barat surakarta, dan 40 km di sebelah barat laut yogyakarta. candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800-an masehi pada masa pemerintahan wangsa syailendra. borobudur adalah candi atau kuil buddha terbesar di dunia,monumen ini terdiri atas enam teras berbentuk bujur sangkar yang diatasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan 2.672 panel relief dan aslinya terdapat 504 arca buddha ",60.0,75.0,75.0,70.0
"borobudur adalah sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah, indonesia. lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang, 86 km di sebelah barat surakarta, dan 40 km di sebelah barat laut yogyakarta. candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800-an masehi pada masa pemerintahan wangsa syailendra. borobudur adalah candi atau kuil buddha terbesar di dunia, sekaligus salah satu monumen buddha terbesar di dunia. ",77.0,75.0,75.0,75.66666666666667
"monumen ini terdiri atas enam teras berbentuk bujur sangkar yang diatasnya terdapat tiga pelataran melingkar, pada dindingnya dihiasi dengan dua ribu enam ratus tujuh puluh dua panel relief dan aslinya terdapat lima ratus empat arca buddha. ",12.0,20.0,25.0,19.0
"sejarah berdirinya candi borobudur diperkirakan dibangun pada tahun 750 masehi oleh kerajaan syailendra yang pada waktu itu menganut agama budha,pembangunan itu sangat misterius karena manusia pada abad ke 7 belum mengenal perhitungan arsitektur yang tinggi tetapi borobudur dibangun perhitungan arsitektur yang canggi ",20.0,35.0,25.0,26.666666666666668
jadi untuk mengetahui sejarah candi borobudur tersebut serta menjaga kelestarian warisan masa dulu . ,12.0,15.0,10.0,12.333333333333334
"candi borobudur dibuat dengan menggunakan teknik kunci atau sekarang lebih di kenal dengan sebutan lego, bukan enggunakan putih telur ",8.0,5.0,10.0,7.666666666666667
terletak di daerah jogjakarta jawa tengah dan merupakan peninggalan agama buddha. ,29.0,20.0,25.0,24.666666666666668
"candi borobudur berlokasi di magelang jawa tengah yang berbatasan dengan yogyakarta, candi ini menganut agama budha dan merupakan lokasi wisata yang sangat digemari dan sering dikunjungi oleh wisatawan asing maupun lokal ",35.0,40.0,50.0,41.666666666666664
"borobudur adalah sebuah candi buddha yang terletak di borobudur, magelang, jawa tengah, indonesia. lokasi candi adalah kurang lebih 100 km di sebelah barat daya semarang, 86 km di sebelah barat surakarta, dan 40 km di sebelah barat laut yogyakarta. candi berbentuk stupa ini didirikan oleh para penganut agama buddha mahayana sekitar tahun 800-an masehi pada masa pemerintahan wangsa syailendra. ",88.0,79.0,75.0,80.66666666666667
candi budha yg dibangun kurang lebih pada tahun 780 masehi selesai 830 yg dirancang oleh arsitek gunadharma ,18.0,20.0,25.0,21.0
"candi borobudur candi budha terbesar dan masuk keajaiban dunia terletak di jawa tengah , candi ini masih berdiri megah dan sngat besar , sekarang menjadi tempat wisata yang dikunjungi banyak wisatawan nasional atau mancanegara ",29.0,25.0,25.0,26.333333333333332
sebuah cagar alam yang terletak di jawa tengah yang termasuk salah satu dari keajaiban dunia. borobudur merupakan peninggalan dari kerajaan hindu ,20.0,20.0,25.0,21.666666666666668
terdiri dari seribu arca ,0.0,0.0,0.0,1.0
"asal usul candi borobudur yang belum banyak diketahui orang khusus bagi anda yang memang benar-benar ingin mengetahuinya. beruntunglah anda telah memperoleh pemahaman gratis dari blog kisah asal usul ini. silakan disimak! sekilas tentang asal usul candi borobudur candi borobudur adalah sebuah candi buddha yang berada di kecamatan borobudur kabupaten magelang. letaknya adalah sekitar 15 km arah selatan kota magelang. candi ini berada di dataran berbukit yang hampir seluruhnya dikelilingi oleh gunung. adapun gunung yang mengelilingi candi ini antara lain gunung merbabu (sebelah timur), gunung merapi (sebelah barat laut), gunung sumbing (sebelah selatan) dan gunung sindoro (sebelah utara). perkiraan asal-usul didirikannya borobudur hasil perkiraan para ahli sejawan menyebut bahwa candi borobudur didirikan di sekitar tahun 800 masehi. perkiraan ini didasari oleh penemuan adanya suatu tulisan singkat yang dipahatkan pada pigura asli relief kaki candi (karwa wibhangga). tulisan ini menggunakan huruf pallawa yang diidentifikasi merupakan huruf yang digunakan di abad ke 8 masehi. perkiraan ini semakin kuat dengan ditemukannya kecocokan bukti yang terkait dengan kerangka sejarah indonesia secara umum ",38.0,50.0,50.0,46.0
"candi borobudur yang dikenal sebagai peninggalan sejarah dan purbakala beserta lingkungannya yang merupakan situs atau areal yang dapat diduga berkaitan dengan nilai sejarah dan kepurbakalaan candi borobudur, yang terletak di desa borobudur, kecamatan borobudur, kabupaten magelang, propinsi jawa tengah. ",35.0,35.0,25.0,31.666666666666668
borobudur merupakan candi terbesar dan termegah di indonesia ,18.0,20.0,25.0,21.0
candi borobudor adalah candi yang terletak di jawa tengah dan juga candi terbesar di indonesia ,25.0,20.0,25.0,23.333333333333332
