Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
menjaga kesehatan tulang menurunkan berat badan menyahatkan otot melatih ketahanan tubuh menjaga kesehatan tulang ,38.0,23.0,25.0,28.666666666666668
menjaga metabolisme tubuhmenambah daya ingat otakmelatih tubuh untuk melakukan gerak ,22.0,10.0,25.0,19.0
menyehatkan jantungmerampingkan tubuhmambakar lemakmembuat panjangf umur ,27.0,15.0,25.0,22.333333333333332
membuat otot tubuh menjadi rilex membuat tubuh sehat membuat otak lebih bersinergi memperkuat kekebalan tubuh fisik bisa sesuai dengan idaman ,38.0,25.0,25.0,29.333333333333332
1 untuk menyehatkan badan 2 supaya terhindar dari berbagai macam penyakit 3 membuat badan tetap bugar 4 membuat otot lebih kuat ,47.0,55.0,50.0,50.666666666666664
untuk menyegarkan pikiran  organ tubuh menjadi sehat  otot menjadi kuat  menyehatkan tubuh ,45.0,45.0,50.0,46.666666666666664
menjaga kesehatan menambah daya tahan tubuh memperbaiki otot yang bermasalah memperlancar peredaran darah refresh otak ,58.0,65.0,75.0,66.0
membuat suasana hati menjadi senang membakar kalori menyehatkan jantung membuat metabolisme tubuh meningkat merampingkan tubuh,43.0,50.0,50.0,47.666666666666664
meringankan kerja jantung melancarkan aliran darah meningkatkan pertumbuhan tulang dan gigi menjaga kepadatan tulang dan mencegah terjadinya obesitas ,15.0,10.0,10.0,11.666666666666666
dapat membantu meningkatkat kecerdasan otak dapat membantu memelihara kekebalan tubuh membantu menambah energy di dalam tubuh membantu mencairkan rasa stress membantu program diet ,38.0,22.0,25.0,28.333333333333332
1 menjadikan badan kembali bugar 2 pikiran menjadi fresh kembali 3 otot pada tubuh kencang kembali karena digunakan olahraga 4 badan menjadi sehat 5 tidak stress ,40.0,40.0,50.0,43.333333333333336
1 untuk menyegargan badan dan pikiran 2 menyehatkan tubuh 3 mengurangi lemak pada tubuh 4 mengeluarkan racun dalam tubuh 5 mengencangkan otot ,55.0,48.0,50.0,51.0
membantu mengontrol berat badan membantu meningkatkan mood baik mencegah berbagai penyakit meningkatkan enargi meningkatkan memori ,38.0,46.0,50.0,44.666666666666664
berolahraga akan meningkatkan kapasitas otak anda  menggerakkan tubuh membantu mencairkan stres anda  berolahraga akan memberikan energi  tidak sulit mencari waktu untuk berolahraga  berolahraga akan membina hubungan  berolahraga akan melawan penyakit  berolahraga akan memompa jantung anda lebih baik  berolahraga akan memperbaiki diet anda  berolahraga meningkatkan stamina anda  penurunan berat badan bukan tujuan utama ,60.0,65.0,75.0,66.66666666666667
membantu mengontrol berat badan mencegah berbagai penyakit membakar kalori dalam tubuh meningkatkan kinerja otot meningkatkan sistem imun,38.0,40.0,50.0,42.666666666666664
untuk menyegarkan pikiran untuk melepas stress karena lingkungan kerja atau sekolah untuk kesehatan otot tubuh terutama untuk perkembangan otot dan tulang untuk memelihara kesehatan organ dalam tubuh menjaga kesehatan jantung,45.0,40.0,50.0,45.0
lima manfaat olahraga bagi tubuh adalah yakni  menjadikan tubuh atau badan lebih sehat dan bugar  merengangkan atau merilekskan otot  otot tubuh atau badan yang kaku  menjadikan kinerja organ tubuh lancar termasuk dalam peredaran darah  menjernihkan pikiran dan rilex karena penat dari perkerjaan  menjaga keseimbangan dan menjaga stamina ,30.0,35.0,25.0,30.0
sebutkan 5 manfaat olahraga bagi tubuh termasuk bagi pikiran otot dan organ tubuh ,25.0,0.0,0.0,8.333333333333334
pikiran menjadi fresh otot terlatih dengan baik otot menjadi kuat badan segar pencernaan lebih terjaga ,30.0,15.0,25.0,23.333333333333332
segar sehat bugar bertenaga tidak mudah lemas ,20.0,7.0,10.0,12.333333333333334
meningkatkan pembentukan otot tubuh menjadikan kulit lebih sehat dan cerah meningkatkan daya ingat otak tubuh menjadi lebih bugar dan kuat mental juga menjadi lebih kuat dan terlatih,38.0,30.0,25.0,31.0
 menyehatkan tubuh  mengisi waktu luang  mebuat pikiran menjadi segar dan fresh  melatih seluruh bagian otot,35.0,28.0,25.0,29.333333333333332
 merefresh pikiran  menambah stamina kita  meregangkan otot agar tidak mudah cidera  baik untuk diet  membentuk tubuh sesuai keinginan,44.0,30.0,50.0,41.333333333333336
 membakar kolesterol  menguatkan otot  menyegarkan badan  menyegarkan pikiran  mencegah penyakit,55.0,60.0,50.0,55.0
sebagai anti struk agar tubuh sehat agar fikiran fresh,19.0,10.0,10.0,13.0
 meningkatkan daya tahan tubuh  meningkatkan kemampuan otak  membakar lemak  mengurangi stres  mencegah penuaan dini,70.0,60.0,75.0,68.33333333333333
 menggerakkan tubuh membantu mencairkan stres anda  berolahraga akan meningkatkan kapasitas otak anda  menggerakkan tubuh membantu mencairkan stres anda  berolahraga akan memberikan energi  berolahraga akan memompa jantung anda lebih baik,50.0,50.0,50.0,50.0
memfokuskan pikiran membentuk otot agar semakin kencang organ dalam akan terlatih sisa sisa pembakaran yang tidak berguna akan bisa di keluarkan melalui keringat jika berolahraga membuat kita semakin sehat,35.0,30.0,25.0,30.0
 berolahraga akan meningkatkan kapasitas otak anda  menggerakkan tubuh membantu mencairkan stres anda  berolahraga akan memberikan energi  tidak sulit mencari waktu untuk berolahraga  berolahraga akan membina hubungan,40.0,30.0,50.0,40.0
membantu meningkatan kecerdasaan otakmembantu memelihara kekebalan tubuhmembantu menambah energy didalam tubuhdengan berolahraga dapat membantu mencairkan rasa stressdapat membantu program diet ,46.0,42.0,50.0,46.0
 membuat tubuh yang lebih sehat  memiliki daya tahan tubuh yang baik  jantung menjadi lebih stabil  pikiran menjadi lebih rileks  otot tubuh menjadi lebih lemas tidak kaku,56.0,50.0,50.0,52.0
 menyehatkan jantung  membuat metabolisme tubuh meningkat  menormalkan tekanan darah  membakar kalori di dalam tubuh  menormalkan kadar kolesterol di dalam tubuh,38.0,30.0,25.0,31.0
menyehatkan jantung membuat metabolisme tubuh meningkat merampingkan tubuh menormalkan tekanan darah membakar kalori dalam tubuh,30.0,45.0,50.0,41.666666666666664
membuat suasan hati menjadi senang menyehatkan jantung menjaga metabolisme tubuh menjaga fleksibilitas otot menyehatkan paruparu ,25.0,37.0,25.0,29.0
menjadi lebih sehat terhindah dari penyakit pikiran lebih jernih punya banyak teman otot lebih terbentuk,30.0,30.0,25.0,28.333333333333332
menyehatkan badan menyegarkan fikiran melenturkan otot menyegarkan organ tubuh melancarkan peredaran darah ,38.0,34.0,25.0,32.333333333333336
menyegarkan kita dalam berfikir menyehatkan badan  melatih otot tubuh membuat masa otot bertambah melatih tubuh kita agar tidak mudah lemah lesu ,34.0,40.0,25.0,33.0
membantu mengontrol berat badan olahraga membantu meningkatkan mood manfaat olahraga dalam mencegah berbagai penyakit meningkatkan energi meningkatkan memori,40.0,45.0,50.0,45.0
 agar tubuh sehat  otot tidak tegang  saraf pada otak biar bekerja  peredaran darah lancar  kuat,20.0,18.0,25.0,21.0
menyehatkan tubuh  menguatkan otot tubuh  menyegarkan pikiran  membuat tubuh semangat  bisa menjadi pola hidup sehat ,42.0,30.0,50.0,40.666666666666664
merefresh pikiran melancarkan pernafasan menjaga sirkulasi darah menyehatkan jantung dan paru paru ,18.0,15.0,25.0,19.333333333333332
menyegarkan menyehatkan agar sehat dan bugar merefresh otak membuat keadaan menjadi stabil ,22.0,20.0,25.0,22.333333333333332
menyegarkan pikiran menyegarkan otot relaksasi otot menyehatkan organ tubuh menyeimbangkan sistem dalam tubuh ,42.0,37.0,50.0,43.0
membantu encerdaskan otak memelihara kekebalan tubuh membantu menambah energi dalam tubuh mengurangi stress membantu progam diet ,50.0,45.0,50.0,48.333333333333336
1 menambah kebugaran 2 kesehatan 3 membentuk otot 4 menjernihkan pikiran 5 sehat luar dalam ,39.0,45.0,50.0,44.666666666666664
sehat tidak gampang lelah tidak gampang sakit baik untuk kesehatan pikiran segar,33.0,20.0,25.0,26.0
