Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
bertempat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 ibukotanya adalah trowulan  berbahasa jawa kuno dan sanskerta  mayoritas menganut agama siwabuddha hindu dan buddha  kejawen dan animisme  bentuk pemerintahan adalah monarki  pendiri kerajaan majapahit adalah dyah wijaya yang dimana sebelum populer pemakaian gelar raden yaitu dyah  maka yang sekarang sering kita tahu adalah raden harsawijaya  raden wijaya   tetapi menurut prasasti kudadu yang di keluarkan wijaya terdapat nama pendiri yang tercantum yaitu nararya sanggramawijaya ,50.0,57.0,50.0,52.333333333333336
tempat  majapahit jawa timur indonesia masa puncak kejayaan  hayam wuruk agama  hindubudha ,60.0,67.0,50.0,59.0
kerajaan majapahit bertempat di jawa timur kerajaan tersebut merupakan kerajaan hindu masa puncak kejayaannya adalah pada abad 14 ,55.0,46.0,50.0,50.333333333333336
kerajaan majapahit merupakan kerajaan terbesar yang ada di indonesia bertempat di kutai dan pada masa kejayaannya kerajaan majapahit ini merupakan kerajaan yang memiliki kekuasasan tertinggi pada masanya di masa itu agamanya adalah agama hindu ,48.0,30.0,50.0,42.666666666666664
kerajaan yang berdiri di tanah jawa dan berpusat di jawa timur ,32.0,30.0,25.0,29.0
kerajaan majapahit adalah salah satu kerajaan yang bertempatkan di pulau jawa dan berpusat di jawa timur ,40.0,30.0,50.0,40.0
kerajaan majapahit adalah kerajaan terbesar di indonesia pada zaman dahulu yang berpusat di jawa dengan mayoritas agama hindu ,49.0,48.0,50.0,49.0
saya tak tahu pasti kerajaan ini berdiri tapi yang jelas majapahit adalah salah satu kerajaan terbesar di indonesia kerajaan ini beragama hindu kerajaan yang berpusat di mojokerto jawa timur tokoh terkenal di majapahit adalah hayam wuruk ataupun patih gajahmada banyak hal menarik bila kita mebahas gajahmada mulai dari tempat dimana gajahmada lahir sampai makamnya yang hingga kini belum ditemukan keberadaan nya saya pernah membaca bahkan mendatangi beberapa tempat di jawa timur yang dipercaya sebagai tempat lahir gajahmada tapi saya meyakini bahwa gajahmada lahir di desa modo kabupaten lamongan dengan beberapa fakta yang saya baca maupun saya datangai langsung ke juru kunci makam ibu dari gajahmada ds modo kab lamongan beberapa mempercayai bahwa gajahmada muksomenghilang di air terjun madakaripura probolinggo peninggalan kerajaan majapahit banyak tersebar diseluruh nusantara di mojokerto sendiri ada banyak candi atau tempat tempat pemujaan zaman majapahit gunung penanggungan misalnya banyak ditemui candi ataupun mata air kuno jolotundo bahkan baru baru ini ditemukan jalur pendakian kuno ,50.0,48.0,50.0,49.333333333333336
kerajaan majapahit berada di pulau jawa ,20.0,20.0,25.0,21.666666666666668
kerajaan majapahit merupakan sebuah kerajaan yang ada di jawa timur indonesia kerajaan ini berdiri dari skeitar tahun 1293 hingga 1500 masehi kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 merupakan kerajaan hindu  buddha ,80.0,80.0,75.0,78.33333333333333
kerajaan majapahit merupakan kerajaan yang berada di negara indonesia masa puncak kejayaan kerajaan majapahit pada saat mengalami kejayaan ,28.0,20.0,25.0,24.333333333333332
kerajaan di indonesia ,10.0,10.0,10.0,10.0
kerajaan majapahit adalah kerajaan yang berada di jawa timur tepatnya sekitar daerah mojokerto awal mula kata majapahit itu sendiri berkaitan dengan ditemukanya buah maja yang rasanya pahit dimana daerah tersebut akan dibangun kerajaan majapahit majapahit merupakan kerajaan yang memeluk agama hindu pada masa kejayaanya wilayah kerajaan majapahit meliputi seluruh bagian wilayah indonesia ditambah dengan malaysia singapore dan brunei darusallam ,40.0,35.0,50.0,41.666666666666664
kerajaan majapahit merupakan kerajaan hindu terbesar yang berada di mojokerto jawa timur majapahit memiliki masa kejayaan yang cemerlang karena memiliki wilayah yang sangat luas meliputi hampir seluruh wilayah indonesia dan malasysia ,45.0,57.0,50.0,50.666666666666664
kerajaan majapahit adalah kerajaan hindhu di mojokerto jawa timur kerajaan majapahit termasuk kerajaan kuno di indonesia kerajaan majapahit mencapai puncak kejayaan pada masa kepemimpinan hayam wuruk dengan patih gajah mada ,68.0,67.0,75.0,70.0
kerajaan majapahit merupakan kerjaan hindhu di mojokerto jawa timur ,38.0,35.0,25.0,32.666666666666664
kerajaan majapahit adalah kerjaan hindu di jawa timur  kerjaan ini termasuk kerajaan kuno di indonesia yang berdiri pada tahun 1293 hingga 1500 mkerajaan majapahit didirikan oleh raden wijaya 1293mkerajaan ini mencapai puncak kejayaan pada abad ke 14 dengan kekuasaan hayam wuruk yang didampingi patih gadja mada ,60.0,78.0,75.0,71.0
majapahit adalah sebuah kerajaan yang berpusat di mojokerto jawa timur indonesia kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia ,90.0,80.0,90.0,86.66666666666667
kerajaan majapahit berada di kota mojokerto jawa timur puncak kejayaan kerajaan majapahit berada pada saat kepemimpinan raden wijaya agama yang dianut oleh kerajaan majapahit yaitu agama hindu ,55.0,58.0,50.0,54.333333333333336
kerajaan yang berpusat di jawa timur yang berdiri sekitar tahun 1293 hingga 1500m pincak kejayaannya di pinpin oleh hawam wuruk ,45.0,50.0,50.0,48.333333333333336
kerajaan majapahit merupakan kerajaan yang berkuasa pada masa orde yang cukup lama ,26.0,15.0,25.0,22.0
gajahmada berasal dari kerajaan majapahit ,10.0,15.0,10.0,11.666666666666666
kerajaan majapahit di bangun oleh raden wijaya kejayaan pada masa raja hayamwuruk dan patih gajah mada ,38.0,40.0,50.0,42.666666666666664
kerajaan majapahit adlah kerajaan hindu dijawa timur termasuk kerajaan jawa kuno di indonesia yang berdiri pada tahun 1293 sampai 1500m kerajaan ini didirikann oleh raden wijayadan mencapai puncak kejayaan pada abad ke 14 yaitu pada kekuasaan hayam wuruk yang didampingi oleh patih gadjah mada ,50.0,40.0,50.0,46.666666666666664
majapahit bertempatan di jawa tengah masa puncak kejayaan yaitu pada masa majapahit dan agam yang dianut adalah agama hindu ,48.0,25.0,50.0,41.0
bertempat dijawa timur beragama hindu ,40.0,15.0,25.0,26.666666666666668
kerajaan majapahit berdiri tahun 1923 sampai 1500 m dan mengalami kejayaan pada kekuasaan raja hayam wuruk agama yang dianut adalah hindu ,55.0,58.0,50.0,54.333333333333336
kerajaan majapahit merupakan sebuah kerajaan di indonesia yang menyatukan seluruh indonesia bahkan sampai ke luar negeri salah satu sumpah yang terkenal adalah sumpah palapa yang di deklarasikan oleh adipati gajah mada ,40.0,55.0,50.0,48.333333333333336
masa kejayaan kerajaan majapahit pada saat patih gajah mada berkuasa kerajaan majapahit berada pada wilayah jawa timur agama yang dianut pada saat masa kejayaannya adalah hindu ,60.0,65.0,50.0,58.333333333333336
majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindubuddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesiamenurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan ,70.0,80.0,75.0,75.0
sebuah kerajaan kuno di indonesia yg pernah berdiri dari sekitar abad ke 13 kerajaan ini mencapai puncak kejayaan pada masa kekuasaan hayam wuruk majapahit menguasai kerajaankerajaan lain di semenanjung malaya borneo sumatra bali dan filipina kerajaan majapahit adalah kerajaan hindubuddha terakhir yg menguasai semenanjung malaya dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia ,60.0,70.0,75.0,68.33333333333333
majapahit merupakan kerajaan hindubudha terbesar di jawa dan di indonesia ,49.0,35.0,50.0,44.666666666666664
kerajaan majapahit adalah kerajaan yang makmur di wilayah jawa ,20.0,25.0,25.0,23.333333333333332
