Jawaban tanpa Punctuation,Manual 1,Manual 2,Manual 3,Rata Manual
disiplin bijaksana arif tegas jujur ramah adil beriman ,19.0,10.0,10.0,13.0
tidak boleh pulang malam over protective memonitoring orang tua jujur dan adil ,21.0,15.0,25.0,20.333333333333332
selalu menjalin komunikasi dengan anakselalu tegasmemberikan contoh yang baiksering ajak jalanjalan dengan anakmemberikan semangat ketika anak sedang galaudisiplin serta mengedepankan musyawarah ,26.0,20.0,25.0,23.666666666666668
baik hati dan gotong royong ,12.0,5.0,10.0,9.0
jangan pernah pulang malam  dilarang berpacaran ,12.0,5.0,10.0,9.0
tegas disiplin bijaksana arif jujur ramah beriman ,16.0,10.0,10.0,12.0
1 melarang anak keluar malam 2 pamitan sebelum bepergian 3 mengetahui dengan siapa anak tersebut keluar rumah 4 selalu komunikasi dengan anak 5 menceritakan apa yang dirasakan anak 6 selalu terbuka terhadap anak 7 tidak menekan posisi anak secara berlebihan ,35.0,40.0,50.0,41.666666666666664
pulang tidak malam  kalo belajar kelompok di rumah aja ,14.0,10.0,10.0,11.333333333333334
respek dan kebebasan pribadi jadikan rumah tangga nyaman dan menarik hargai kemandiriannya diskusikan tentang berbagai masalah berikan rasa aman kasih sayang dan perhatian anakanak lain perlu di mengerti beri contoh perkawinan yang bahagia ,28.0,25.0,25.0,26.0
 mengawasi pergaulan anak  tidak memberi fasilitas yang berlebihin  diluar kebutuhan  memberi waktu luang untuk anak agar terjalin komunikasi yang baik  tidak mengajarkan gaya hidup mewah  mengajarkan agama dengan pondasi yang kuat,30.0,25.0,25.0,26.666666666666668
selalu mengawasi anak selalu percaya pada anak selalu mengingatkan pergaulan yang baik pada anak selalu mendoakan anak selalu memberikan arahan pada anak selalu memberikan contoh yang baik pada anak tidak terlalu sibuk dengan dunia kerja sehingga anak merasa kesepian,37.0,30.0,25.0,30.666666666666668
mendidik dengan cara diberi pengertian dan contoh meberikan contoh lingkungan yang baik menjadi tempat curhat anak dengan terbuka tidak langsung memarahi anak memberikan tontonan yang baik menjaga lisan dan perbuatan saat dirumah dan dimana saja tidak mengekang anak,45.0,56.0,50.0,50.333333333333336
membatasi pergaulan anak memberikan fasilitas terhadap anak memantau aktifitas anak ,23.0,30.0,25.0,26.0
tidak terlalu mengekang anak membebaskan anak dalam membuat keputusan namun tetap dalam pengawasan memantau aktifitas anak menjadikan orangtua sebagai teman utama bagi anak mau mendengar keluh kesah anak jangan langsung menjudge anak menasihati anak tanpa melukai perasaannya ,51.0,65.0,50.0,55.333333333333336
di didik dengan penuh kasih sayang tidak sering memarahi anak agar anak tidak bertambah marah diberikan contoh yang baik oleh kedua orang tuanya hindarkan dari linkungan yang buruk beri nasihat apa yang baik dan apa yang buruk berikan kebebasan berpendapat tetapi jika salah luruskan jawaban dengan pikiran dingin diberikan tontonan yang mendidik ,42.0,60.0,50.0,50.666666666666664
pertama menanamkan nilai nilai agama yang kuat pada anak nya memberi contoh yang baik agar anakanya kuat imannya serta dapat memilih mana yang baik dan mana yang buruk menanamkan jiwa jiwa nasionalisme dan patriotisme serta jiwa jiwa kebangsaan pada ,21.0,30.0,25.0,25.333333333333332
 mengajarkan kedisiplinan kepada anak  mengarkan dan memberikan pendidikan  mengajarkan selalu mendekatkan diri kepada allah dengan beribadah  mengajarkan kepada anak cara memilih teman yang baik,29.0,40.0,50.0,39.666666666666664
 menasehati anaknya  memberikan pengarahan terhadap pergaulan  memberikan edukasi pergaulan  memberi keuntungan dan kerugian tentang pergaulan  mendidik anaknya untuk memilih pergaulan yang baik  mendidik anak agar tidak mudah terpengaruh oleh orang lain  mendidik anak agar memilih pergaulan yang bisa mendukung kesuksesannya,27.0,38.0,25.0,30.0
 membimbing  mengontrol  menasehati,14.0,15.0,10.0,13.0
memberi anak kebebasan dalam memilih keputusan menjaga mendekatkan ke agama ,19.0,20.0,25.0,21.333333333333332
 menjadi teman anak  tidak melarang anak tetapi lebih menjelaskan kenapa hal itu tidak boleh dilakukan  menunjukan contoh perilaku yang baik sesuai norma  selalu mengajarkan rendah hati  tidak membiasakan anak hidup berfoya foya  tidak pelit terhadap anak  selalu memantau pergaulan anak,34.0,45.0,50.0,43.0
 membiasakan anak agar berkata jujur  memberi tau anak mana yang baik dan mana yang buruk  membiasakan untuk selalu rendah hati  membiasakan untuk selalu waspada terhadap siapapun  selalu mengajak anak bercerita  memantau pergaulan  mengenal temanteman anak,25.0,40.0,50.0,38.333333333333336
tidak boleh pulang malam di pantau setiap hari selalu di telepon di beri nasehat di ajarkan selalu untuk beribadah di beri pengetahuan tentang pergaulan jangan terlalu keras dalam mendidik,22.0,30.0,25.0,25.666666666666668
 sering memberi nasihat  mengajari di siplit sejak dini,14.0,15.0,10.0,13.0
berikan pendidikan agama yang cukuppercaya pada anaktanamkan tanggung jawab dalam kebebasanjangan membandingkan anakbuat anak merasa nyamancoba mengerti dunia anakluangkan waktu bersama ,35.0,35.0,25.0,31.666666666666668
 tegas  disiplin  tanggung jawab  memantau kegiatan  tidak plinplan,15.0,20.0,25.0,20.0
 memberi pendidikan sejak dini masalah pergaulan  memberi wawasan tentang cara berteman yang baik  mengarahkan anak agar bisa memilih teman yang baik  mengajarkan anak agar tidak mudah terpengaruh hal negatif  anak harus pintar pintar memilih teman  orang tua selalu memantau pergaulan anak  dimasukkan pesantren,38.0,45.0,50.0,44.333333333333336
memberikan pembelajan tentang agama sejak dini memberikan wawasan tentang berteman menuntun agar memilih teman dengan baik bemberikan ajaran yang positif didalam rumah memantau anak  di arahkan untuk berbuat baik  diberikan contoh perbuatan yang baik,33.0,50.0,50.0,44.333333333333336
batasi keluar anak beritahu anak yang baik dan buruk sebisa mungkin orang tua harus kenal dengan temannya turuti mau anak jika itu baik jangan memukul anak tanamkan ajaran agama kepada anak nasehati anak jika itu buruk ,28.0,40.0,50.0,39.333333333333336
mengisi waktu kosong dengan kegiatan positif orang tua harus lebih akrab dengan anak perhatikan lingkungan sekitar membatasi waktu keluar rumah jangan pacaran jika belum cukup umur ceritakan pengalaman posistif orang tua pada anak keluarga adalah segalanya,37.0,60.0,50.0,49.0
di larang keluar malam diatur jam bermain di beri penjelasan di awasi di beri tau teman yang baik di kasih tau kalau salah bergaul di tegur jika bermain dengan teman yang salah ,20.0,20.0,25.0,21.666666666666668
mengawasi pertemanan anakmeberikan perhatian lebih dalam pergaulanmenasehati anak jika ada sesuatu masalah dalam bergaul memberikan aturan pada anak sejak usia dini ,40.0,35.0,50.0,41.666666666666664
jangan bercerai dengan istri  suami mengontrol sikapnya tehadap orang tua memberikan ilmu agama kepadanya memberikan kasih sayang terhadap anak mempererat hubungan antara orang tua dan anak mengetahui prilaku dari temannya mengetahui kegiatan seharihari yang dilakukan temannya,50.0,59.0,50.0,53.0
 melarang pergaulan bebas  melarang bergaul dengan area lingkungan yg bersifat jahat  mengaji  sholat  sekolah  membantu orang tua  tidak melawan orang tua,26.0,32.0,25.0,27.666666666666668
mengarahkan anaknya  memberikan dasar agama yang kuat  kritis memilih teman  menasehati jika berbuat salah  memarahi jika berperilaku tidak baik ,28.0,35.0,25.0,29.333333333333332
memberi perhatian yang cukup tidak terlalu dimanjakan dan tidak terlalu dibentak bentak selalu mengawasi pergaulan anak mendaftarkan anak ke tempat yang dapat menyalurkan hobi ,33.0,48.0,50.0,43.666666666666664
membatasi pertemanan dilarang keluar malam selalu ijin tidak boleh sembarangan keluar rumah ,37.0,32.0,50.0,39.666666666666664
memahami apa artinya hidup mengajarkan norma agama mengajarkan norma asusila mengajarkan norma sosial mengajarkan batasbatasan yang ada ,26.0,30.0,25.0,27.0
manjadi teladan bagi anak membimbing anak ke arah yang benar tidak mengekang anak mengenalkan mana yang baik dan buruk memberikan dasardasar agamabiar dapat memilih ,18.0,20.0,25.0,21.0
1 selalu di awasi 2 mengenali semua temanteman nya 3 memberi sedikit kebebasan dalam memilih teman 4 menggunakan kelembutan 5 jangan di kasari 6 dikasih uang yang banyak 7 menambah gizi pada anak ,42.0,59.0,50.0,50.333333333333336
awasi jangan terlalu dipaksa jangan ditekan beri kecukupan beri motovasi harus bersifat kekeluargaan jangan di kasari,16.0,15.0,10.0,13.666666666666666
