Jawaban Lowercase,Manual 1,Manual 2,Manual 3,Rata Manual
-ketuhanan yang maha esa -kemanusiaan yang adil dan beradab -persatuan indonesia -kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan -keadilan bagi seluruh rakyat indonesia,100.0,100.0,100.0,100.0
"ketuhanan yang maha esa, kemanusiaan yang adil dan berapat, persatuan indonesia, kerakyatan yang di pimpin oleh hikmat kebijaksaaan dalam permusyawaratan/perwakilan, keadilan sosial bagi seluruh rakyat indonesia ",95.0,100.0,100.0,98.33333333333333
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyarwatan perwakilan keadilan sosial bagi seluruh rakyat indonesia ,100.0,100.0,100.0,100.0
sila ketuhanan. sila kemanusiaan. sila persatuan. sila permusyawaratan. sila keadilan. ,40.0,30.0,50.0,40.0
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan/perwakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemasusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5. keadilan sosial bagi seluruh rakyat indonesi ,90.0,100.0,100.0,96.66666666666667
pancasila -ketuhanan yang maha esa -kemanusiaan yang adil dan beradab -persatuan indonesia -kerakyatan yang dipimpin oleh khitmat kebijaksanaan dalam permusyawaratan perwakilan -keadilan sosial bagi seluruh rakyat indonesia ,98.0,99.0,100.0,99.0
pancasila - ketuhanan yang maha esa - kemanusiaan yang adil dan beradab - persatuan indonesia - kerakyatan yang dpimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan - keadilan bagi seluruh rakyat indonesia ,98.0,100.0,100.0,99.33333333333333
-ketuhanan yang maha esa -kemanusiaan yang adil dan beradab -persatuan indonesia -kerakyatan yang di pimpin oleh hiknmat kebijaksanaan dalam permusyawaratan perwakilan -keadilan sosial bagi seluruh rakyat indonesia,100.0,100.0,100.0,100.0
"satu, ketuhanan yang maha esa. dua, kemanusiaan yang adil dan beradab. tiga, persatuan indonesia. empat, kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusayawaratan perwakilan. lima, keadilan sosial bagi seluruh rakyat indonesia. ",90.0,100.0,100.0,96.66666666666667
"ketuhanan yang maha esa, kemanusiaan yang adil dan beradab, persatuan indonesia, kerakyatan yang dipimpin oleh hitmat kebijaksanaan dalam permusyawaratan perwakilan, keadilan sosial bagi seluruh rakyat indonesia. ",95.0,98.0,100.0,97.66666666666667
1.ketuhanan yang maha esa 2.kemanusiaan yang adil dan beradab 3.persatuan indonesia 4.kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan. 5.keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemanusian yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawatatan perkakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
"- ketuhanan yang maha esa. - kemanusiaan yang adil dan beradab. - persatuan indonesia. - kerakyatan yang dipimpin oleh hikmat, kebijaksanaan dan permusyawaratan perwakilan. - keadilan sosial bagi seluruh rakyat indonesia.",100.0,100.0,100.0,100.0
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan. 5. keadilan sosial bagi seluruh rakyat indonesia. ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradap 3. persatuan indonesia 4. kerakyatan yang di pimpin oleh hikmat kepicasanaan dan keadilan 5. keadilan yang adil dan beradap ,75.0,72.0,75.0,74.0
- ketuhanan yang maha esa - kemanusiaan yang adil dan beradab - persatuan indonesia - kerakyatan yang dipimpin oleh hikmah kebijaksanaan dalam permusyawaratan perwakilan - keadilan sosial bagi seluruh rakyat indonesia.,100.0,100.0,100.0,100.0
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradap 3. persatuan indonesia 4. kerakyatan yang dipimpim oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5. keadilan sosial bagi seluruh rakyat indoneia ,85.0,98.0,90.0,91.0
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa. 2. kemanusian yang adil dan beradab. 3. persatuan indonesia. 4. kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyawaran dan perwakilan. 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1 ketuhanan yang maha esa 2 kemanusiaan yang adil dan beradab 3 persatuan indonesia 4 kerakyatan yang dipimpin oleh hikmat kebijaksaan dalam permusyawaratan perwakilan 5 keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan/perwakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksaan dalam permusyawaratan/perwakilan 5. keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradap 3. persatuan indonesia 4. kerakyatan yang di pimpin oleh hikmat kebijaksaan dalam permusyawaratan/perwakilan 5. keadilan sosial bagi rakyat indonesia ,86.0,99.0,90.0,91.66666666666667
"ketuhanan, kemanusiaan, persatuan, kerakyatan, keadilan ",30.0,30.0,25.0,28.333333333333332
"ketuhanan, kemanusiaan, keadilan, persatuan ",28.0,25.0,25.0,26.0
sila 1 : ideologi ketuhanan sila 2 : ideologi kemanusiaan. sila 3 : idoelogi persatuan. sila 4 : ideologi permusyawarakatan. sila 5 : ideologi keadilan sosial. ,25.0,25.0,25.0,25.0
1.ketuhanan yang maha esa 2.kemanusiaan yang adil dan beradab 3.persatuan indonesia 4.kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwaklilan 5.keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
"1. ketuhanan yang maha esa 2. kemanusiaan yang adil dan beradab 3. persatuan indonesia 4. kerakyaratan yang dipimpin oleh hikmat, permusyawaratan , dalam keadilan 5. persatuan indonesia ",70.0,100.0,75.0,81.66666666666667
1. ketuhanan yg maha esa 2. kemanusiaan yg adil dan beradap 3.persatuan indonesia 4.kerakyatan yg dipimpin oleh hikmat kebijkasanaan dalam permusyawaratan perwakilan 5.keadilan sosial bagi seluruh rakyat indonesia ,90.0,100.0,100.0,96.66666666666667
"ketuhanan yang maha esa , kemanusian yang adil dan beradab , persatuan indonesia , kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan dan perwakilan , keadilan sosial bagi seluruh rakyat indonesia ",100.0,100.0,100.0,100.0
gotong royong sesama tetangga ,0.0,0.0,0.0,1.0
"kemanusiaan, ketuhanan, kesatuan, musyawarah, kesejahteraan ",30.0,25.0,25.0,26.666666666666668
"pancasila 1. ketuhanan yg maha esa, 2. kemanusian yang adil dan beradab 3. pesatuan indonesia 4. kerakyatan yang dipimpin oleh hikmat kebijaksaan dalam permusyawaratan/keadilan 5. keadilan sosial bagi seluruh rakyat indonesia ",90.0,100.0,100.0,96.66666666666667
"bangsa indonesia menyatakan kepercayaannya dan ketaqwaannya terhadap tuhan yang maha esa. manusia indonesia percaya dan taqwa terhadap tuhan yang maha esa, sesuai dengan agama dan kepercayaannya masing-masing menurut dasar kemanusiaan yang adil dan beradab. mengembangkan sikap hormat menghormati dan bekerjasama antara pemeluk agama dengan penganut kepercayaan yang berbeda-beda terhadap tuhan yang maha esa. membina kerukunan hidup di antara sesama umat beragama dan kepercayaan terhadap tuhan yang maha esa. agama dan kepercayaan terhadap tuhan yang maha esa adalah masalah yang menyangkut hubungan pribadi manusia dengan tuhan yang maha esa. ",20.0,10.0,10.0,13.333333333333334
-ketuhanan yang maha esa -kemanusiaan yang adil dan beradap -persatuan indonesia -kemusyawaratan yang dipimpin oleh hikmat dan kebikjaksaan permusyawaratan perwakilan -keadilan sosial bagi seluruh rakyat indonesia,85.0,95.0,90.0,90.0
-ketuhana yang maha esa -kemanusiaan yang adil dan beradap -persatuan indonesia -permusyarawakatan yang dipimpin oleh himat dan kebijaksaan permusyarawakatan perwakilan -keadilan sosial bagi seluruh rakyat indonesia,80.0,85.0,90.0,85.0
