Jawaban Tanpa Negasi Not Token,Manual 1,Manual 2,Manual 3,Rata Manual
menu makanan lengkap mengandung zat gizi dibutuhkan tubuh karbohidrat protein vitamin mineral masingmasing zat gizi terkandung jenis makanan berbeda menu makanan bernekaragam kebutuhan gizi perluka tubuh terpenuhi,39.0,50.0,50.0,46.333333333333336
makanan mengandung nutrisi tubuh tubuh sehat,16.0,10.0,10.0,12.0
makanan mengandung karbohidrat protein vitamin mineral susu,37.0,30.0,25.0,30.666666666666668
makanan mengandung karbohidratprotein vitaminlemak susu,37.0,30.0,25.0,30.666666666666668
makanan susu daging buah sayur nasi,24.0,20.0,25.0,23.0
makanan mengandung karbohidrat vitamin mineral zat besi kalsium,37.0,30.0,25.0,30.666666666666668
makanan mengandung nasi sayur daging buah susu,30.0,25.0,25.0,26.666666666666668
makanan nasilauk pauk sayursayuran buahbuahan susu,38.0,29.0,25.0,30.666666666666668
4 sehat 5 sempurna makanan pokok lauk pauk sayurmayur buahbuahan disempurnakan susu,42.0,30.0,50.0,40.666666666666664
makanan pokok lauk pauk sayurmayur buahbuahan disempurnakan susu sempurna,46.0,30.0,50.0,42.0
makan 4 kali 1 kali ngopi,4.0,2.0,10.0,5.333333333333333
makanan dianjurkan mencukupi kebutuhan tubuh berisi nasi lauk pauk sayur buah susu menunya,42.0,50.0,50.0,47.333333333333336
makanan gizi lengkap menu nasi sayur buah ikan susu,33.0,40.0,50.0,41.0
makanan memenuhi syarat sehat ditambahi susu sempurna,25.0,20.0,25.0,23.333333333333332
1 nasi 2 sayur 3 buah 4 protein 5 susu,30.0,30.0,25.0,28.333333333333332
nasi lauk pauk sayur buah susu,38.0,30.0,25.0,31.0
