Jawaban Tanpa Stopword Not Tokenization,Manual 1,Manual 2,Manual 3,Rata Manual
indonesia singapore malaysia vietnam filiphina brunai darussalam thailand myanmar laos kamboja,80.0,90.0,90.0,86.66666666666667
1 filipina 2 indonesia 3 malaysia 4 singapura 5 thailand 6 brunei darussalam 7 vietnam 8 laos 9 myanmar 10 kamboja,90.0,100.0,90.0,93.33333333333333
1 indonesia 2 malaysia 3 filipina 4 thailand 5 singapura 6 brunei darussalam 7 vietnam 8 laos 9 myanmar 10 kamboja,90.0,100.0,90.0,93.33333333333333
10 anggota asean indonesia malaysia singapura myanmar kamboja brunei darussalam laos thailand vietnam philippines,78.0,100.0,90.0,89.33333333333333
10 anggota asean indonesia myanmar filipina kamboja laos singapura malaysia brunei darussalam thailand vietnam,88.0,100.0,90.0,92.66666666666667
indonesia malaysia singapura brunei kamboja thailand laos vietnam filipina myanmar,90.0,100.0,90.0,93.33333333333333
indonesia singapura malaysia brunei darussalam kamboja thailand laos vietnam filipina myanmar,100.0,100.0,90.0,96.66666666666667
indonesia singapura malaysia laos vietnam brunai kamboja thailand filipina myanmar,95.0,100.0,90.0,95.0
indonesia filipina kamboja singapura malaysia vietnam myanmar brunei thailand laos,95.0,100.0,90.0,95.0
indonesia malaysia brunai vietnam singapura filipina laos thailand kamboja timor leste,85.0,90.0,90.0,88.33333333333333
indonesia brunei darussallam singapura malaysia thailand filipina kamboja laos vietnam timor leste,85.0,90.0,90.0,88.33333333333333
indonesia brunei darussalam malaysia singapura thailand filipina laos kamboja vietnam timor leste,85.0,90.0,90.0,88.33333333333333
indonesia myanmar thailan brunai darusalam malaysia hongkong cina vietnam timor leste,45.0,60.0,50.0,51.666666666666664
indonesia malaysia singapore kamboja filiphina laos myanmar brunei darusallam vietnam thailand,80.0,100.0,90.0,90.0
indonesia singapura malaysia brunei darussalam kamboja vietnam filipina myanmar laos thailand,100.0,100.0,90.0,96.66666666666667
indonesia malaysia thailand fillipina singapura brunei vietnam laos myanmar kamboja,95.0,100.0,90.0,95.0
1 indonesia 2 malaysia 3 thailand 4 filipina 5 singapura 6 brunei darussalam 7 vietnam 8 laos 9 myanmar burma 10 kamboja,88.0,100.0,90.0,92.66666666666667
indonesiamalaysiasingaporevietnammyanmarbruneilaosthailandphilippiescambodia,50.0,90.0,90.0,76.66666666666667
filipina indonesia malaysia singapura thailand brunei darussalam vietnam laos myanmar kamboja,100.0,100.0,90.0,96.66666666666667
indonesia malaysia thailand filiphina vietnam laos kamboja brunei darusslam singapura myanmar,90.0,100.0,90.0,93.33333333333333
indonesiamalaysiasingapurathailandmyanmarkambojavietnambrunai darussalamlaosfilipina,100.0,100.0,90.0,96.66666666666667
malaysia brunei singapura thailand vietnam indonesia laos vilipina myanmar kamboja,80.0,100.0,90.0,90.0
indonesia malaysia singapura thailand brunei vietnam laos kamboja filipina myanmar,95.0,100.0,90.0,95.0
indonesia malaysia singapura thailand brunei darussalam myanmar filipina kamboja laos vietnam,100.0,100.0,90.0,96.66666666666667
1indonesia 2singapura 3malaysia 4thailand 5kamboja 6laos 7brunei darussalam 8vietnam 9filiphina 10myanmar,80.0,100.0,90.0,90.0
indonesia singapore kamboja brunei darussalam thailand vietnam malaysia laos philipina myanmar,90.0,100.0,90.0,93.33333333333333
indonesia thailand singapura malaysia brunai darusalam filipina vietnam laos myanmar kamboja,95.0,100.0,90.0,95.0
indonesia malaysia timor leste thailand singapura brunei darrussalam myanmar laos philipina vietnam,75.0,90.0,90.0,85.0
indonesia singapura malaysia thailand filipina brunei darussalam timor leste vietnam myanmar laos,90.0,90.0,90.0,90.0
indonesia myanmar filiphina thailand malaysia brunei darussalam vietnam singapore laos,70.0,90.0,90.0,83.33333333333333
indonesia malaysia singapura laos kamboja philipina brunie darussalam thailand vietnam myanmar,80.0,100.0,90.0,90.0
indonesia malaysia myanmar filipina thailand brunei singapura timor leste papua nugini,70.0,70.0,75.0,71.66666666666667
indonesia malaysia singapura thailand miyamar filipina timur leste brunai hongkong taipe,50.0,70.0,75.0,65.0
