Jawaban Tanpa Stopword Not Tokenization,Manual 1,Manual 2,Manual 3,Rata Manual
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan pimpin hikmat kebijaksanaan permusyarwatan perwakilan keadilan sosial rakyat indonesia,100.0,100.0,100.0,100.0
sila ketuhanan sila kemanusiaan sila persatuan sila permusyawaratan sila keadilan,40.0,30.0,50.0,40.0
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksanaan permusyawaratanperwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemasusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwakilan 5 keadilan sosial rakyat indonesi,90.0,100.0,100.0,96.66666666666667
pancasila ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dipimpin khitmat kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,98.0,99.0,100.0,99.0
pancasila ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dpimpin hikmat kebijaksanaan permusyawaratan perwakilan keadilan rakyat indonesia,98.0,100.0,100.0,99.33333333333333
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan pimpin hiknmat kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,100.0,100.0,100.0,100.0
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dipimpin hikmat kebijaksanaan permusayawaratan perwakilan keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dipimpin hitmat kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,95.0,98.0,100.0,97.66666666666667
1ketuhanan maha esa 2kemanusiaan adil beradab 3persatuan indonesia 4kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwakilan 5keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusian adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksanaan permusyawatatan perkakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,100.0,100.0,100.0,100.0
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradap 3 persatuan indonesia 4 kerakyatan pimpin hikmat kepicasanaan keadilan 5 keadilan adil beradap,75.0,72.0,75.0,74.0
ketuhanan maha esa kemanusiaan adil beradab persatuan indonesia kerakyatan dipimpin hikmah kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,100.0,100.0,100.0,100.0
1 ketuhanan maha esa 2 kemanusiaan adil beradap 3 persatuan indonesia 4 kerakyatan dipimpim hikmat kebijaksanaan permusyawaratan perwakilan 5 keadilan sosial rakyat indoneia,85.0,98.0,90.0,91.0
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan pimpin hikmat kebijaksanaan permusyawaratan perwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusian adil beradab 3 persatuan indonesia 4 kerakyatan pimpin hikmat kebijaksanaan permusyawaran perwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksaan permusyawaratan perwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksanaan permusyawaratanperwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksaan permusyawaratanperwakilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradap 3 persatuan indonesia 4 kerakyatan pimpin hikmat kebijaksaan permusyawaratanperwakilan 5 keadilan sosial rakyat indonesia,86.0,99.0,90.0,91.66666666666667
ketuhanan kemanusiaan persatuan kerakyatan keadilan,30.0,30.0,25.0,28.333333333333332
ketuhanan kemanusiaan keadilan persatuan,28.0,25.0,25.0,26.0
sila 1 ideologi ketuhanan sila 2 ideologi kemanusiaan sila 3 idoelogi persatuan sila 4 ideologi permusyawarakatan sila 5 ideologi keadilan sosial,25.0,25.0,25.0,25.0
1ketuhanan maha esa 2kemanusiaan adil beradab 3persatuan indonesia 4kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwaklilan 5keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
1 ketuhanan maha esa 2 kemanusiaan adil beradab 3 persatuan indonesia 4 kerakyaratan dipimpin hikmat permusyawaratan keadilan 5 persatuan indonesia,70.0,100.0,75.0,81.66666666666667
1 ketuhanan yg maha esa 2 kemanusiaan yg adil beradap 3persatuan indonesia 4kerakyatan yg dipimpin hikmat kebijkasanaan permusyawaratan perwakilan 5keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
ketuhanan maha esa kemanusian adil beradab persatuan indonesia kerakyatan dipimpin hikmat kebijaksanaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,100.0,100.0,100.0,100.0
gotong royong tetangga,0.0,0.0,0.0,1.0
kemanusiaan ketuhanan kesatuan musyawarah kesejahteraan,30.0,25.0,25.0,26.666666666666668
pancasila 1 ketuhanan yg maha esa 2 kemanusian adil beradab 3 pesatuan indonesia 4 kerakyatan dipimpin hikmat kebijaksaan permusyawaratankeadilan 5 keadilan sosial rakyat indonesia,90.0,100.0,100.0,96.66666666666667
bangsa indonesia kepercayaannya ketaqwaannya tuhan maha esa manusia indonesia percaya taqwa tuhan maha esa sesuai agama kepercayaannya masingmasing dasar kemanusiaan adil beradab mengembangkan sikap hormat menghormati bekerjasama pemeluk agama penganut kepercayaan berbedabeda tuhan maha esa membina kerukunan hidup umat beragama kepercayaan tuhan maha esa agama kepercayaan tuhan maha esa hubungan pribadi manusia tuhan maha esa,20.0,10.0,10.0,13.333333333333334
ketuhanan maha esa kemanusiaan adil beradap persatuan indonesia kemusyawaratan dipimpin hikmat kebikjaksaan permusyawaratan perwakilan keadilan sosial rakyat indonesia,85.0,95.0,90.0,90.0
ketuhana maha esa kemanusiaan adil beradap persatuan indonesia permusyarawakatan dipimpin himat kebijaksaan permusyarawakatan perwakilan keadilan sosial rakyat indonesia,80.0,85.0,90.0,85.0
